,vec1,vec2
0,0.24068269,-0.0056741536
1,0.22848561,0.1419594
2,0.31578067,0.21843103
3,0.24993542,0.103159815
4,-0.1456167,-0.041394234
5,-0.1856235,0.2675368
6,-0.13001165,0.3221021
7,-0.28613466,0.2880712
8,-0.21608639,-0.048186153
9,-0.20247123,0.3121659
10,0.06420109,-0.25558135
11,-0.31002247,0.27622357
12,0.33245078,-0.2697128
13,-0.33154678,0.18513563
14,0.20307377,-0.04659149
15,0.097354054,-0.2338396
16,-0.07130793,0.16654709
17,0.03571871,-0.055873513
18,-0.045745373,-0.1150053
19,-0.08066121,-0.07704994
20,-0.19057438,-0.116597295
21,0.20474038,-0.08108094
22,-0.10152218,-0.06963614
23,0.22020754,-0.07406524
24,-0.09194657,-0.039009184
25,-0.17538282,-0.17851369
26,0.09600118,0.25198862
27,-0.14288673,0.327131
28,-0.028456926,-0.32120904
29,-0.327789,0.16049767
30,-0.24719465,-0.20303838
31,-0.26036283,-0.05398652
32,0.1075519,0.23425844
33,-0.063076824,0.31593087
34,0.06966078,-0.082141876
35,0.27774397,0.21479407
36,-0.32247853,-0.17385249
37,-0.20545244,-0.2887103
38,0.15100372,-0.3247022
39,-0.27978927,-0.029925376
40,0.26626316,-0.15364945
41,0.21496621,-0.19510064
42,-0.1042788,-0.2667392
43,-0.10936841,0.2813569
44,0.1749995,-0.10615043
45,0.19949469,0.030130178
46,-0.12997782,-0.08145437
47,0.058056623,-0.18972091
48,-0.2687566,-0.26016968
49,-0.098872185,0.1291177
50,0.16243091,-0.12945211
51,-0.17198145,0.29254612
52,0.31146398,0.16294971
53,-0.010461181,0.20285717
54,-0.24733672,0.32664922
55,-0.22204527,-0.12598011
56,0.06673953,-0.15963106
57,0.251493,-0.32507098
58,-0.033992022,0.19559953
59,-0.07962456,-0.15227962
60,0.13379309,0.100215584
61,-0.17502272,0.07643521
62,-0.27165598,0.2908531
63,-0.25692207,0.10242519
64,0.15450811,0.049994946
65,-0.08697733,-0.24323043
66,0.15366003,0.28113165
67,-0.17000489,-0.11846721
68,0.261938,0.071128756
69,0.2297487,0.28092358
70,-0.24699235,0.13824585
71,0.114806294,0.1521934
72,0.2996371,0.25835827
73,-0.052195787,-0.04678741
74,0.2280002,0.19859949
75,0.3106803,-0.23772638
76,0.3041347,0.008785576
77,-0.29060137,-0.047655553
78,-0.28423294,-0.2606448
79,-0.2168485,0.17224804
80,-0.028639778,-0.10703223
81,-0.11632586,-0.064104825
82,0.07264625,-0.11593751
83,-0.104249865,-0.03861388
84,-0.034258574,0.08586501
85,0.023090415,0.0989969
86,-0.054357156,-0.023777746
87,0.06927449,0.07372322
88,0.011145301,0.08718928
89,-0.06748442,-0.04149156
90,-0.017958507,-0.049036957
91,0.11657932,-0.10955476
92,-0.105484456,0.018952347
93,-0.01271829,-0.05536466
94,0.117831714,0.086622395
95,-0.023931049,-0.01858069
96,0.04032568,0.011281379
97,-0.013940506,0.010853849
98,-0.06825605,-0.04579158
99,-0.00038487464,0.09049309
100,-0.09255794,0.04218494
101,-0.11295271,0.06679084
102,-0.08786436,-0.0513623
103,-0.00416518,0.08033391
104,0.09697733,0.11458928
105,0.042319767,-0.081680596
106,0.017982118,0.042076327
107,0.09731015,0.07046782
108,0.097906925,-0.014554359
109,-0.0651139,-0.116306916
110,0.019392125,0.07569852
111,0.011245288,0.088810705
112,-0.0076259077,0.051783957
113,0.117389046,-0.022301428
114,0.031238042,0.0027120337
115,0.06732587,-0.034347855
116,0.095487274,0.03088326
117,0.10691931,-0.051336072
118,0.042411797,0.056324907
119,0.10546514,0.037830807
120,0.07397815,0.022985645
121,-0.11637478,-0.0019101351
122,0.0014521107,-0.055924978
123,0.005672738,0.08932432
124,0.082567744,0.010809042
125,0.082007356,0.03198708
126,-0.10349397,0.10146106
127,0.08867722,0.10230153
128,-0.0046612844,0.11622796
129,0.11093775,0.07524567
130,-0.078899324,-0.07257143
131,0.10511469,0.10053157
132,0.0017815158,0.065130524
133,-0.052119218,-0.052947305
134,-0.058782827,-0.06470372
135,-0.0468086,-0.07731325
136,0.11601027,0.039927058
137,-0.028026178,0.044505917
138,0.08731001,-0.06530958
139,-0.056463823,-0.09434981
140,-0.10881584,0.069971524
141,-0.071055315,0.072403826
142,0.08782188,-0.06292564
143,0.033050098,-0.03768138
144,0.046377055,-0.063742
145,-0.04101426,-0.02239272
146,0.03153356,-0.07812184
147,-0.054184802,-0.04572329
148,0.061903156,-0.08700448
149,0.0023783222,-0.104630575
150,-0.074883066,-0.112346895
151,0.11575682,0.046892248
152,-0.05833881,-0.07982518
153,0.055365868,0.085216664
154,0.018195696,-0.041695304
155,0.060875364,-0.093977205
156,-0.09249959,-0.077742934
157,0.079598196,0.054216884
158,0.02062916,0.002314426
159,-0.023625277,-0.04786133
160,-0.057890143,0.07193462
161,-0.09415026,0.06765052
162,-0.025192045,0.017414443
163,-0.0053209662,-0.06805253
164,-0.034859195,0.055723928
165,0.05458661,-0.097865544
166,-0.008866951,-0.07059264
167,0.09317201,-0.0046729594
168,-0.10131487,0.102004044
169,0.10378427,0.08769775
170,0.028846987,-0.10351147
171,0.009577848,-0.02366551
172,0.102993764,-0.098209195
173,-0.104283445,-0.08193832
174,0.014423631,-0.10286634
175,0.11711643,-0.0004954189
176,0.08233661,0.023053296
177,0.009092353,0.0584488
178,-0.09834502,0.06082534
179,0.09414255,-0.11663999
180,-0.11606947,0.1159777
181,0.012998141,-0.0775208
182,-0.07157324,-0.07069299
183,0.043515988,0.0998288
184,0.0023909882,-0.0720868
185,-0.059964273,0.03324517
186,-0.11689999,0.08987177
187,0.060119666,-0.07205993
188,-0.037469037,-0.111710824
189,0.06702901,0.0077520683
190,0.089633204,0.073410906
191,-0.063486636,0.017961346
192,0.08299831,-0.013588302
193,-0.037891984,0.005655952
194,0.07493844,0.06419311
195,0.046963178,0.017928384
196,-0.02694656,-0.0044737086
197,0.04153938,-0.040838987
198,0.09444747,0.108930774
199,-0.07024912,0.0770665
200,0.10111595,0.11751234
201,0.024124794,0.095722266
202,-0.10344933,0.07633581
203,0.11218298,0.11245575
204,-0.10113687,-0.033210225
205,0.0670696,0.075144134
206,-0.018127441,0.0207346
207,-0.07953557,0.012637712
208,-0.018420167,-0.06275333
209,-0.0017062873,-0.01898478
210,0.07397177,0.0011659116
211,-0.113439254,0.007862456
212,-0.041280873,-0.11668626
213,-0.03130339,-0.0019130036
214,0.07818001,0.11178494
215,-0.014184624,-0.094099835
216,-0.07999557,0.07732869
217,-0.08636052,-0.10053837
218,0.11724486,0.06192877
219,0.03685706,-0.031507604
220,0.11438436,0.086524345
221,0.10265691,-0.05880529
222,-0.06531034,0.06653989
223,-0.08161899,0.09146056
224,-0.059931792,0.016969375
225,-0.004220821,-0.11507565
226,-0.04392182,-0.024644867
227,0.013206713,-0.018138446
228,-0.06893714,-0.030953854
229,0.109897844,0.112605505
230,-0.04455211,0.0503856
231,-0.08326607,-0.015375309
232,-0.10545723,0.084226824
233,-0.09410124,-0.057832472
234,0.07788218,0.028939493
235,0.10944835,0.07198665
236,0.075004764,0.043643363
237,0.02978111,0.03321197
238,-0.07078345,0.09787723
239,0.018124767,0.09134332
240,0.03672216,-0.10896568
241,0.0155182555,-0.06961045
242,-0.0039282665,-0.009396806
243,-0.030209556,0.078467555
244,0.03608822,0.0016074106
245,-0.02873128,-0.0997485
246,0.08120284,0.030286886
247,-0.08549185,0.093245484
248,0.050141595,0.0060140043
249,0.08898989,0.04207068
250,-0.012176186,-0.03620618
251,-0.0059717745,-0.10903285
252,0.06931802,-0.09489769
253,0.040019117,0.10009576
254,0.10217669,0.10953405
255,-0.056091078,0.005052462
256,0.041544683,-0.03258612
257,-0.060189746,0.1034394
258,-0.0049394146,0.09328654
259,0.07182004,-0.11730633
260,-0.11404075,0.05624286
261,-0.01657506,0.091379486
262,0.05223716,0.015483163
263,-0.034633204,-0.07269331
264,-0.10580218,0.046564154
265,-0.08647448,0.033280976
266,-0.039592437,-0.067277685
267,-0.030488499,0.117438845
268,-0.11255458,0.009419821
269,-0.042869866,0.09380091
270,-0.030233666,0.052412413
271,-0.11182759,-0.032866225
272,0.094902806,-0.04070478
273,-0.025777169,-0.10331992
274,-0.010284647,0.020718776
275,0.107064806,-0.036874533
276,-0.0012603328,0.022471063
277,0.048533373,-0.066341594
278,0.021935456,-0.1012481
279,0.028230198,0.055526026
280,-0.04253058,-0.10503163
281,0.10355999,-0.074302055
282,0.08832931,-0.08740215
283,-0.06677024,-0.060963508
284,0.09383013,0.06276531
285,0.08079376,-0.116753526
286,0.021178998,0.078695185
287,0.11605667,0.10979114
288,0.08174134,0.11404321
289,0.095809676,-0.04312733
290,-0.050781697,-0.0047314316
291,-0.007939428,-0.032224186
292,0.06667369,0.10736532
293,0.06999991,0.06888745
294,-0.11683678,0.08009041
295,-0.11084214,-0.0034140944
296,0.030618198,0.062321432
297,0.010988615,-0.058320478
298,0.09463336,0.09509175
299,0.05092419,-0.041142814
300,-0.051421307,-0.08115724
301,0.006911844,-0.014783204
302,-0.117272004,-0.028882869
303,0.08216969,0.01297491
304,-0.069827035,0.08768057
305,-0.0038822442,-0.04047484
306,0.04880842,0.0804347
